,c_noausentes_1er_anio,cursadas_ap_1er_anio,c_libres_1er_anio,cursadas_1er_anio,fracaso_academico,id_cluster
1009,5,1,4,5,1,0
1014,5,1,4,6,1,0
1020,6,1,5,8,1,0
1045,5,0,5,5,1,0
1051,7,3,4,7,1,0
1052,7,1,6,9,1,0
1054,4,1,3,4,1,0
1056,4,1,3,5,1,0
1068,6,1,5,8,1,0
1073,8,2,5,8,1,0
1095,2,0,2,3,1,0
1108,6,0,6,8,1,0
1109,2,0,2,3,1,0
1110,2,0,2,3,1,0
1130,4,1,3,4,1,0
1141,3,0,3,4,1,0
1143,3,0,3,4,1,0
1145,5,1,4,7,1,0
1146,6,2,4,7,1,0
1167,2,0,2,3,1,0
1170,3,0,3,4,1,0
1185,7,2,5,7,1,0
1186,6,2,4,6,1,0
1191,7,3,4,7,1,0
1204,4,1,3,5,1,0
1207,4,1,3,5,1,0
1227,6,1,5,8,1,0
1229,2,0,2,3,1,0
1239,3,0,2,3,1,0
1247,4,0,4,4,1,0
1252,5,1,4,7,1,0
1257,4,1,3,5,1,0
1268,7,1,6,7,1,0
1276,5,1,4,5,1,0
1277,4,0,4,5,1,0
1278,5,1,4,5,1,0
1293,3,0,3,4,1,0
1306,4,0,4,5,1,0
1331,4,0,4,4,1,0
1333,2,0,2,2,1,0
1335,1,0,1,1,1,0
1344,2,0,2,3,1,0
1361,3,0,2,3,1,0
1369,7,3,4,7,1,0
1374,3,0,3,3,1,0
1392,3,0,3,5,1,0
1405,2,0,2,3,1,0
1425,3,0,3,5,1,0
1429,7,1,6,7,1,0
1458,4,1,3,4,1,0
1469,4,1,3,4,1,0
1474,4,1,3,4,1,0
1480,4,0,4,4,1,0
1512,4,1,3,4,1,0
1514,4,0,4,5,1,0
1524,9,4,5,9,1,0
1536,4,1,3,5,1,0
1553,6,2,4,6,1,0
1555,3,1,2,3,1,0
1565,4,1,3,5,1,0
1571,4,0,4,7,1,0
1580,5,1,4,5,1,0
1583,5,2,3,5,1,0
1585,5,2,3,5,1,0
1586,5,0,5,5,1,0
1603,6,2,4,7,1,0
1605,4,1,3,4,1,0
1624,4,1,3,4,1,0
1647,5,1,4,7,1,0
1654,5,1,4,5,1,0
1671,2,0,2,3,1,0
1674,4,0,4,7,1,0
1678,7,3,4,7,1,0
1688,2,0,2,3,1,0
1689,4,1,3,5,1,0
1708,6,1,5,6,1,0
1714,6,2,4,7,1,0
1726,4,1,3,4,1,0
1744,6,1,5,7,1,0
1751,4,1,3,4,1,0
1768,5,1,4,7,1,0
1829,7,1,5,9,1,0
1842,10,3,6,11,1,0
1905,4,1,3,4,1,0
1915,5,1,3,5,1,0
1926,5,2,3,5,1,0
1992,2,0,2,3,1,0
2029,6,1,4,7,1,0
2051,8,1,6,8,1,0
2087,1,0,1,1,1,0
2093,5,2,3,5,1,0
2134,5,0,5,7,1,0
2140,5,2,3,5,1,0
2144,5,2,3,5,1,0
2145,8,2,6,9,1,0
2155,7,3,4,7,1,0
2159,6,2,4,6,1,0
2165,10,4,6,10,1,0
2170,7,2,5,7,1,0
2180,4,1,3,5,1,0
2187,7,1,6,8,1,0
2190,4,1,3,4,1,0
2200,8,2,6,8,1,0
2203,8,1,7,8,1,0
2205,4,1,3,4,1,0
2207,7,3,4,7,1,0
2224,6,2,4,7,1,0
2231,8,2,6,8,1,0
2235,4,0,4,5,1,0
2241,6,2,4,7,1,0
2242,3,0,3,4,1,0
2249,5,1,4,7,1,0
2253,6,1,5,7,1,0
2265,6,2,4,7,1,0
2266,5,1,4,7,1,0
2270,5,2,3,5,1,0
2275,2,0,2,3,1,0
2310,8,2,5,9,1,0
2327,3,0,3,3,1,0
2361,4,0,3,4,1,0
2374,5,2,3,5,1,0
2409,7,3,4,7,1,0
2412,5,1,4,7,1,0
2418,4,1,3,5,1,0
2448,2,0,2,3,1,0
2491,4,1,3,5,1,0
2640,3,0,3,4,1,0
2671,5,1,4,5,1,0
2679,5,1,4,5,1,0
2699,5,1,4,6,1,0
2725,9,3,6,11,1,0
2741,4,1,3,5,1,0
2749,6,2,4,6,1,0
2759,10,4,6,11,1,0
2761,8,2,6,8,1,0
2779,9,4,5,9,1,0
2795,5,1,4,7,1,0
2805,6,1,5,8,1,0
2808,9,4,5,9,1,0
2828,8,3,5,9,1,0
2838,8,2,6,10,1,0
2840,4,1,3,5,1,0
2842,7,2,5,9,1,0
2864,3,0,3,5,1,0
2881,10,4,6,10,1,0
2889,8,2,6,11,1,0
2918,9,4,5,9,1,0
2971,8,3,5,9,1,0
2981,7,1,6,8,1,0
2988,4,1,3,5,1,0
2999,5,2,3,5,1,0
3003,5,1,4,6,1,0
3048,6,1,5,9,1,0
3060,3,0,3,4,1,0
3061,8,2,6,10,1,0
3064,5,1,4,6,1,0
3068,4,1,3,4,1,0
3070,8,2,6,8,1,0
3071,8,3,5,9,1,0
3073,4,1,3,4,1,0
3079,3,0,3,4,1,0
3086,10,4,6,10,1,0
3091,6,1,5,8,1,0
3094,5,1,4,6,1,0
3099,7,2,5,8,1,0
3104,10,4,6,10,1,0
3108,3,0,3,4,1,0
3129,9,3,6,10,1,0
3132,3,0,3,4,1,0
3133,7,2,5,9,1,0
3134,3,0,3,4,1,0
3137,6,1,5,9,1,0
3148,5,2,3,5,1,0
3157,2,0,2,3,1,0
3178,3,0,3,4,1,0
3179,11,4,7,12,1,0
3188,1,0,1,1,1,0
3189,1,0,1,1,1,0
3191,1,0,1,1,1,0
3194,1,0,1,1,1,0
3196,1,0,1,1,1,0
3199,5,0,5,5,1,0
3201,2,0,2,3,1,0
3205,2,0,2,2,1,0
3207,3,0,3,3,1,0
3221,3,0,3,5,1,0
3236,7,3,4,7,1,0
3241,6,1,5,7,1,0
3244,5,0,5,8,1,0
3245,5,0,5,5,1,0
3246,4,0,4,5,1,0
3247,5,0,3,5,1,0
3254,2,0,2,3,1,0
3259,4,0,4,7,1,0
3279,4,1,3,5,1,0
3302,4,1,3,4,1,0
3304,6,2,4,7,1,0
3327,3,1,2,3,1,0
3341,4,0,3,5,1,0
3342,2,0,2,3,1,0
3345,2,0,2,3,1,0
3372,5,2,3,5,1,0
3388,2,0,2,3,1,0
3395,7,1,5,7,1,0
3407,2,0,2,3,1,0
3430,2,0,2,3,1,0
3434,3,0,3,3,1,0
3436,5,0,5,5,1,0
3443,2,0,2,3,1,0
3448,3,0,3,5,1,0
3451,4,0,4,4,1,0
3454,1,0,1,1,1,0
3468,5,0,5,5,1,0
3480,4,0,4,4,1,0
3481,3,0,3,4,1,0
3482,3,1,2,3,1,0
3491,5,1,4,7,1,0
3498,2,0,2,2,1,0
3509,2,0,2,2,1,0
3535,8,3,5,8,1,0
3543,3,0,3,4,1,0
3551,5,0,3,5,1,0
3575,4,1,3,5,1,0
3589,4,0,4,4,1,0
3597,3,0,3,4,1,0
3605,5,2,3,5,1,0
3617,4,1,3,4,1,0
3621,8,3,5,8,1,0
3623,3,0,3,5,1,0
3663,6,0,5,9,1,0
3715,5,1,4,7,1,0
3717,5,2,3,5,1,0
3729,6,0,5,8,1,0
3732,10,4,6,10,1,0
3790,6,0,6,6,1,0
3793,6,2,4,6,1,0
3813,3,0,3,4,1,0
3827,7,3,4,7,1,0
3838,3,0,3,5,1,0
3859,3,0,3,3,1,0
3873,3,0,3,4,1,0
3884,5,0,4,7,1,0
3894,1,0,1,1,1,0
3912,4,0,4,4,1,0
3949,8,2,6,8,1,0
3952,7,2,5,7,1,0
3976,2,0,2,3,1,0
4005,1,0,1,1,1,0
4006,1,0,1,1,1,0
4007,1,0,1,1,1,0
4010,1,0,1,1,1,0
4011,1,0,1,1,1,0
4012,1,0,1,1,1,0
4014,1,0,1,1,1,0
4015,1,0,1,1,1,0
4028,1,0,1,1,1,0
4029,4,0,4,4,1,0
4030,3,1,2,3,1,0
4040,4,1,3,4,1,0
4065,4,1,3,4,1,0
4075,3,1,2,3,1,0
4084,3,0,3,3,1,0
4093,9,3,6,10,1,0
4107,3,1,2,3,1,0
4150,3,1,2,3,1,0
4153,1,0,1,1,1,0
4157,1,0,1,1,1,0
4191,4,1,3,4,1,0
4196,4,1,3,4,1,0
4246,7,2,5,7,1,0
4253,6,2,4,7,1,0
4258,5,0,4,7,1,0
4263,9,2,7,9,1,0
4269,5,0,5,5,1,0
4271,10,3,7,10,1,0
4278,2,0,2,3,1,0
4289,7,2,5,9,1,0
4292,8,2,6,8,1,0
4293,2,0,2,3,1,0
4296,4,0,4,7,1,0
4300,11,5,6,11,1,0
4306,7,1,6,11,1,0
4343,8,3,5,9,1,0
4349,7,2,5,8,1,0
4350,2,0,2,3,1,0
4355,1,0,1,1,1,0
4370,4,0,4,7,1,0
4378,3,0,3,3,1,0
4388,8,0,7,8,1,0
4391,7,2,5,8,1,0
4404,4,0,4,4,1,0
4416,8,2,5,9,1,0
4439,1,0,1,1,1,0
4444,4,0,4,4,1,0
4447,8,3,5,8,1,0
4453,2,0,2,2,1,0
4464,5,1,4,7,1,0
4478,8,3,5,9,1,0
4486,6,2,4,7,1,0
4487,5,1,4,7,1,0
4490,8,2,6,9,1,0
4495,4,0,4,4,1,0
4506,3,0,3,3,1,0
4509,1,0,1,1,1,0
4523,6,1,5,9,1,0
4529,10,3,7,12,1,0
4577,1,0,1,1,1,0
4588,3,1,2,3,1,0
4593,1,0,1,1,1,0
4600,3,0,3,5,1,0
4612,4,1,3,4,1,0
4637,3,1,2,3,1,0
4650,3,1,2,3,1,0
4652,3,1,2,3,1,0
4679,3,1,2,3,1,0
4723,4,1,3,4,1,0
4730,4,1,3,5,1,0
4738,3,0,3,4,1,0
4749,1,0,1,1,1,0
4760,4,1,3,5,1,0
4769,3,1,2,3,1,0
4770,3,1,2,3,1,0
4771,4,1,3,4,1,0
4772,4,1,3,4,1,0
4773,3,1,2,3,1,0
4820,5,2,3,5,1,0
4862,4,1,3,5,1,0
4881,1,0,1,1,1,0
4891,3,1,2,3,1,0
4896,3,1,2,3,1,0
4905,4,1,3,4,1,0
4920,4,1,3,5,1,0
4927,1,0,1,1,1,0
4948,1,0,1,1,1,0
5002,4,1,3,4,1,0
5007,1,0,1,1,1,0
5010,3,1,2,3,1,0
5046,1,0,1,1,1,0
5049,2,0,2,2,1,0
5061,1,0,1,1,1,0
5068,2,0,2,3,1,0
5078,3,0,2,3,1,0
5082,1,0,1,1,1,0
5085,2,0,2,3,1,0
5087,1,0,1,1,1,0
5094,3,1,2,3,1,0
5117,1,0,1,1,1,0
5121,3,0,3,4,1,0
5125,3,0,3,5,1,0
5158,1,0,1,1,1,0
5160,1,0,1,1,1,0
5189,1,0,1,1,1,0
5191,2,0,2,2,1,0
5200,1,0,1,1,1,0
5208,1,0,1,1,1,0
5211,1,0,1,1,1,0
5215,1,0,1,1,1,0
5227,1,0,1,1,1,0
5228,1,0,1,1,1,0
5230,1,0,1,1,1,0
5231,1,0,1,1,1,0
5261,2,0,2,2,1,0
5270,7,3,4,7,1,0
5277,2,0,2,3,1,0
5289,2,0,2,2,1,0
5297,2,0,2,2,1,0
5321,2,0,2,2,1,0
5334,1,0,1,1,1,0
5355,1,0,1,1,1,0
5357,2,0,2,2,1,0
5385,1,0,1,1,1,0
5386,1,0,1,1,1,0
5388,5,1,4,5,1,0
5392,4,1,3,5,1,0
5396,2,0,2,3,1,0
5403,5,0,3,5,1,0
5406,1,0,1,1,1,0
5415,1,0,1,1,1,0
5425,5,1,4,6,1,0
5431,2,0,2,2,1,0
5456,1,0,1,1,1,0
5458,4,1,3,4,1,0
5469,6,2,4,6,1,0
5470,2,0,2,3,1,0
5485,7,2,4,7,1,0
5491,3,0,3,3,1,0
5492,3,0,3,3,1,0
5500,4,1,3,5,1,0
5518,7,1,5,8,1,0
5519,6,2,4,6,1,0
5524,7,2,5,8,1,0
5529,3,1,2,3,1,0
5548,5,1,4,6,1,0
5549,6,1,5,6,1,0
5556,2,0,2,3,1,0
5576,3,0,3,3,1,0
5578,7,2,5,8,1,0
5580,4,0,3,5,1,0
5582,5,0,4,5,1,0
5586,6,1,5,6,1,0
5590,9,2,7,9,1,0
5596,5,0,5,5,1,0
5602,7,2,5,7,1,0
5616,3,0,3,5,1,0
5622,4,1,3,5,1,0
5623,4,0,4,5,1,0
5630,8,2,6,9,1,0
5632,6,1,5,6,1,0
5633,7,3,4,7,1,0
5634,4,1,3,5,1,0
5636,7,0,6,7,1,0
5648,9,1,7,10,1,0
5661,4,1,3,5,1,0
5673,2,0,2,3,1,0
5679,2,0,2,3,1,0
5692,3,1,2,3,1,0
5693,4,0,4,5,1,0
5701,7,1,5,7,1,0
5702,4,1,3,5,1,0
5705,5,1,4,5,1,0
5712,3,0,2,3,1,0
5716,4,1,3,5,1,0
5718,3,0,3,5,1,0
5721,3,0,3,3,1,0
5722,7,2,5,9,1,0
5724,3,0,3,3,1,0
5728,3,0,3,4,1,0
5730,3,0,3,4,1,0
5738,7,2,5,7,1,0
5742,3,0,3,3,1,0
5756,5,1,4,5,1,0
5758,3,0,3,4,1,0
5760,4,0,4,5,1,0
5764,3,0,3,3,1,0
5784,8,3,5,8,1,0
5792,3,1,2,3,1,0
5793,7,2,5,8,1,0
5794,5,2,3,5,1,0
5800,2,0,2,3,1,0
5810,9,3,6,9,1,0
5815,5,1,4,5,1,0
5817,4,0,4,5,1,0
5839,5,0,3,5,1,0
5865,5,1,4,5,1,0
5871,5,0,5,5,1,0
5887,6,1,5,6,1,0
5892,4,0,4,5,1,0
5894,5,0,5,8,1,0
5895,2,0,2,3,1,0
5906,5,0,3,5,1,0
5913,3,0,3,4,1,0
5917,5,0,5,6,1,0
5942,7,3,4,7,1,0
5943,3,0,3,3,1,0
5953,4,0,3,5,1,0
5958,7,3,4,7,1,0
5960,4,1,3,5,1,0
5965,6,1,5,6,1,0
5969,5,0,5,9,1,0
5971,7,1,5,7,1,0
5973,8,2,6,9,1,0
5982,3,0,3,4,1,0
5991,5,1,4,5,1,0
5996,5,0,5,8,1,0
5997,3,0,3,3,1,0
5998,3,1,2,3,1,0
5999,3,1,2,3,1,0
6000,3,0,3,3,1,0
6003,5,2,3,5,1,0
6007,3,0,3,3,1,0
6009,5,0,5,6,1,0
6021,5,1,4,6,1,0
6033,6,2,4,7,1,0
6039,7,2,4,7,1,0
6050,5,1,4,5,1,0
6057,3,0,3,3,1,0
6059,5,0,5,5,1,0
6060,6,1,5,6,1,0
6064,3,0,3,5,1,0
6068,4,1,3,4,1,0
6072,4,1,3,4,1,0
6093,8,3,5,8,1,0
6114,7,2,4,7,1,0
6117,8,2,6,8,1,0
6118,8,3,5,9,1,0
6121,8,1,7,9,1,0
6139,8,3,5,9,1,0
6140,3,0,3,3,1,0
6154,8,2,6,10,1,0
6166,7,2,5,9,1,0
6178,5,2,3,5,1,0
6189,4,1,3,5,1,0
6191,6,2,4,7,1,0
6202,5,2,3,5,1,0
6222,3,0,3,4,1,0
6223,3,0,3,4,1,0
6225,5,1,4,5,1,0
6239,5,0,4,6,1,0
6247,5,0,5,5,1,0
6257,5,2,3,5,1,0
6258,8,3,5,9,1,0
6259,5,1,4,7,1,0
6261,5,1,3,5,1,0
6267,5,1,4,6,1,0
6276,4,1,3,5,1,0
6279,4,1,3,5,1,0
6283,5,1,4,5,1,0
6290,4,1,3,4,1,0
6293,11,4,7,12,1,0
6312,9,2,7,9,1,0
6318,3,0,3,4,1,0
6320,6,2,4,6,1,0
6322,3,0,3,3,1,0
6323,4,0,4,4,1,0
6324,4,0,4,7,1,0
6333,3,0,3,4,1,0
6334,5,0,3,5,1,0
6342,4,0,4,5,1,0
6355,8,2,6,9,1,0
6359,2,0,2,3,1,0
6363,5,0,5,5,1,0
6398,5,1,4,5,1,0
6403,4,1,3,5,1,0
6408,5,1,4,7,1,0
6410,4,1,3,5,1,0
6423,3,0,3,3,1,0
6431,3,0,3,5,1,0
6439,2,0,2,3,1,0
6459,3,0,3,4,1,0
6467,7,1,5,7,1,0
6468,5,2,3,5,1,0
6475,5,1,4,7,1,0
6478,3,0,3,3,1,0
6481,7,2,5,7,1,0
6485,7,1,5,7,1,0
6488,5,1,4,6,1,0
6489,5,1,4,5,1,0
6492,5,1,3,5,1,0
6500,6,2,4,6,1,0
6502,3,0,3,4,1,0
6503,7,1,5,9,1,0
6504,4,1,3,4,1,0
6508,3,0,3,4,1,0
6553,4,1,3,4,1,0
6558,4,1,3,4,1,0
6567,3,0,3,3,1,0
6570,5,0,3,5,1,0
6590,4,0,3,5,1,0
6595,3,1,2,3,1,0
6608,2,0,2,3,1,0
6609,5,0,4,6,1,0
6612,4,1,3,4,1,0
6638,8,3,5,9,1,0
6654,8,2,6,8,1,0
6655,5,1,4,5,1,0
6663,9,4,5,9,1,0
6665,4,0,4,4,1,0
6669,5,1,4,5,1,0
6686,8,3,5,9,1,0
6688,6,2,4,6,1,0
6704,7,2,5,8,1,0
6706,5,1,4,5,1,0
6720,4,1,3,4,1,0
6722,5,1,4,7,1,0
6727,2,0,2,3,1,0
6728,5,1,4,6,1,0
6730,6,1,5,6,1,0
6733,7,2,5,9,1,0
6736,2,0,2,3,1,0
6741,3,0,3,4,1,0
6755,9,3,6,9,1,0
6758,3,0,3,3,1,0
6772,5,2,3,5,1,0
6784,5,1,4,5,1,0
6787,6,2,4,6,1,0
6791,3,1,2,3,1,0
6797,2,0,2,3,1,0
6800,3,0,3,5,1,0
6806,3,0,3,3,1,0
6812,5,0,5,5,1,0
6814,5,0,5,5,1,0
6820,3,1,2,3,1,0
6827,2,0,2,3,1,0
6832,7,2,5,9,1,0
6834,6,2,4,6,1,0
6839,3,1,2,3,1,0
6857,3,0,3,4,1,0
6883,3,0,3,5,1,0
6887,9,4,5,9,1,0
6889,8,3,5,9,1,0
6895,2,0,2,3,1,0
6900,3,0,3,5,1,0
6901,5,1,4,5,1,0
6913,3,0,3,3,1,0
6916,2,0,2,3,1,0
6943,7,2,5,9,1,0
6947,5,1,4,6,1,0
6950,8,1,7,9,1,0
6952,7,2,5,9,1,0
6958,5,1,4,6,1,0
6967,10,2,8,11,1,0
7001,5,1,4,6,1,0
7009,8,2,6,9,1,0
7014,4,1,3,5,1,0
7022,7,1,6,8,1,0
7029,10,4,6,10,1,0
7032,6,2,4,6,1,0
7034,5,1,4,6,1,0
7035,6,2,4,6,1,0
7043,8,3,5,8,1,0
7060,5,1,4,6,1,0
7061,5,1,4,6,1,0
7078,7,2,5,7,1,0
7086,10,4,6,10,1,0
7096,10,4,6,10,1,0
7104,5,1,4,6,1,0
7121,9,3,6,9,1,0
7160,8,2,6,9,1,0
7164,6,1,5,6,1,0
7186,8,3,5,8,1,0
7187,8,1,7,11,1,0
7188,6,1,5,6,1,0
7213,6,1,5,9,1,0
7218,6,2,4,6,1,0
7228,3,0,3,4,1,0
7245,4,1,3,5,1,0
7250,2,0,2,3,1,0
7259,9,3,6,9,1,0
7262,5,1,4,6,1,0
7266,6,2,4,6,1,0
7268,6,1,5,6,1,0
7302,7,3,4,7,1,0
7315,9,4,5,9,1,0
7317,5,1,4,6,1,0
7320,7,3,4,7,1,0
7321,5,1,4,6,1,0
7330,6,1,5,8,1,0
7336,4,1,3,5,1,0
7352,4,1,3,4,1,0
7356,5,1,4,5,1,0
7381,4,0,4,4,1,0
7385,3,1,2,3,1,0
7393,3,0,3,4,1,0
7425,6,1,5,8,1,0
7435,2,0,2,3,1,0
7437,6,2,4,6,1,0
7438,6,1,5,7,1,0
7443,9,4,5,9,1,0
7450,6,1,5,9,1,0
7464,3,1,2,3,1,0
7472,11,3,8,12,1,0
7509,6,2,4,6,1,0
7512,4,1,3,4,1,0
7552,7,3,4,7,1,0
7554,8,3,5,8,1,0
7568,4,1,3,5,1,0
7572,6,2,4,6,1,0
7577,4,1,3,5,1,0
7580,6,0,6,8,1,0
7582,7,1,6,9,1,0
7599,5,1,4,5,1,0
7662,6,1,5,6,1,0
7676,4,0,4,5,1,0
7700,5,0,4,7,1,0
7777,7,3,4,7,1,0
7780,6,1,5,8,1,0
7801,8,3,5,9,1,0
7802,5,1,4,6,1,0
7839,4,0,3,5,1,0
7868,8,2,6,9,1,0
7881,4,0,3,5,1,0
7883,7,1,5,9,1,0
7906,4,1,3,4,1,0
7908,4,1,3,4,1,0
7915,4,1,3,4,1,0
7930,4,1,3,4,1,0
7945,3,0,3,3,1,0
7975,5,1,4,5,1,0
7989,5,1,4,5,1,0
7993,6,2,4,6,1,0
8004,4,0,4,5,1,0
8025,4,0,4,6,1,0
8027,2,0,2,2,1,0
8036,4,0,4,5,1,0
8038,1,0,1,1,1,0
8055,3,0,3,4,1,0
8060,6,0,5,7,1,0
8083,4,0,4,4,1,0
8086,10,2,8,11,1,0
8106,4,0,4,5,1,0
8130,5,1,4,6,1,0
8134,3,1,2,3,1,0
8136,3,0,3,4,1,0
8148,2,0,2,2,1,0
8177,4,1,3,5,1,0
8184,2,0,2,3,1,0
8220,6,2,4,6,1,0
8223,4,0,4,4,1,0
8243,4,1,3,5,1,0
8246,4,1,3,5,1,0
8250,4,1,3,5,1,0
8251,4,1,3,4,1,0
8289,2,0,2,3,1,0
8291,8,3,5,8,1,0
8332,6,1,5,7,1,0
8335,5,1,3,5,1,0
8338,1,0,1,1,1,0
8340,3,0,3,3,1,0
8341,2,0,2,2,1,0
8352,3,0,3,5,1,0
8353,3,0,3,5,1,0
8370,2,0,2,3,1,0
8374,4,0,4,4,1,0
8375,5,2,3,5,1,0
8403,6,1,5,8,1,0
8447,9,4,5,9,1,0
8465,5,1,3,5,1,0
8481,5,1,4,5,1,0
8490,3,0,3,4,1,0
8502,7,2,5,8,1,0
8512,4,1,3,5,1,0
8514,4,1,3,4,1,0
8515,7,3,4,7,1,0
8520,7,3,4,7,1,0
8546,4,1,3,5,1,0
8571,6,2,4,7,1,0
8582,5,1,4,5,1,0
8587,7,1,6,7,1,0
8588,3,1,2,3,1,0
8640,6,2,4,7,1,0
8650,5,1,4,5,1,0
8726,7,2,5,8,1,0
8731,5,0,5,7,1,0
8747,3,0,3,5,1,0
8758,5,1,4,6,1,0
8760,6,2,4,6,1,0
8770,5,1,4,6,1,0
8777,6,2,4,6,1,0
8827,7,2,5,8,1,0
8855,5,1,4,6,1,0
8863,8,1,7,9,1,0
8865,9,3,6,10,1,0
8877,5,1,4,6,1,0
8895,3,0,3,4,1,0
8905,3,0,3,4,1,0
8915,3,0,3,4,1,0
8917,4,1,3,4,1,0
8923,3,0,3,5,1,0
8948,6,1,5,6,1,0
8949,4,1,3,4,1,0
8954,2,0,2,2,1,0
8955,2,0,2,3,1,0
8962,2,0,2,3,1,0
8975,5,1,4,7,1,0
8989,2,0,2,2,1,0
8992,3,1,2,3,1,0
8999,6,0,5,9,1,0
9012,2,0,2,3,1,0
9028,2,0,2,3,1,0
9036,6,2,4,6,1,0
9075,5,1,4,6,1,0
9089,3,0,3,3,1,0
9110,4,0,3,5,1,0
9118,8,2,6,9,1,0
9172,5,0,5,5,1,0
9174,7,1,5,8,1,0
9177,6,1,5,7,1,0
9179,6,2,4,6,1,0
9212,4,0,4,5,1,0
9275,4,0,4,4,1,0
9303,7,2,5,9,1,0
9304,5,1,4,6,1,0
9314,6,0,6,9,1,0
9324,1,0,1,1,1,0
9325,1,0,1,1,1,0
9354,8,3,5,9,1,0
9362,6,1,5,7,1,0
9367,1,0,1,1,1,0
9383,1,0,1,1,1,0
9384,1,0,1,1,1,0
9406,1,0,1,1,1,0
9407,1,0,1,1,1,0
9408,1,0,1,1,1,0
9409,1,0,1,1,1,0
9410,1,0,1,1,1,0
9411,1,0,1,1,1,0
9412,1,0,1,1,1,0
9413,1,0,1,1,1,0
9414,1,0,1,1,1,0
9415,1,0,1,1,1,0
9416,1,0,1,1,1,0
9417,1,0,1,1,1,0
9418,1,0,1,1,1,0
9419,1,0,1,1,1,0
9420,1,0,1,1,1,0
9421,1,0,1,1,1,0
9422,1,0,1,1,1,0
9423,1,0,1,1,1,0
9424,2,0,2,2,1,0
9425,1,0,1,1,1,0
9426,1,0,1,1,1,0
9427,1,0,1,1,1,0
9428,1,0,1,1,1,0
9429,1,0,1,1,1,0
