,c_noausentes_1er_anio,cursadas_ap_1er_anio,c_libres_1er_anio,cursadas_1er_anio,fracaso_academico,id_cluster
278,9,7,2,9,0,1
279,5,2,3,6,0,1
281,5,3,2,9,0,1
284,6,5,1,6,0,1
286,7,5,2,8,0,1
288,7,7,0,7,0,1
290,7,5,2,7,0,1
295,8,5,3,11,0,1
297,8,6,1,9,0,1
298,7,3,3,10,0,1
300,7,5,2,7,0,1
302,6,4,2,6,0,1
303,6,2,3,7,0,1
304,8,6,2,8,0,1
305,5,4,0,7,0,1
306,5,3,2,6,0,1
308,7,3,4,8,0,1
310,9,8,1,9,0,1
311,6,5,1,7,0,1
312,9,7,1,9,0,1
314,8,7,1,8,0,1
316,8,5,3,8,0,1
318,7,4,3,7,0,1
319,10,9,1,10,0,1
320,8,5,2,8,0,1
321,11,10,0,11,0,1
323,10,6,4,11,0,1
324,7,6,1,8,0,1
327,5,5,0,6,0,1
329,8,6,2,10,0,1
330,8,4,4,8,0,1
333,7,2,4,10,0,1
335,10,6,2,10,0,1
336,8,6,2,9,0,1
338,8,4,3,8,0,1
339,6,2,4,9,0,1
340,8,6,2,9,0,1
344,10,8,2,10,0,1
345,8,6,1,8,0,1
346,8,6,2,8,0,1
353,6,5,1,8,0,1
359,8,7,0,9,0,1
362,7,6,1,7,0,1
364,5,1,4,10,0,1
365,8,8,0,8,0,1
368,9,8,0,12,0,1
369,6,4,0,11,0,1
371,9,4,4,11,0,1
372,8,8,0,8,0,1
374,6,3,3,7,0,1
378,5,3,2,6,0,1
379,8,5,3,10,0,1
381,5,2,3,8,0,1
384,8,8,0,8,0,1
395,8,6,1,8,0,1
397,7,7,0,7,0,1
398,6,1,3,6,0,1
399,6,1,3,6,0,1
403,8,7,1,9,0,1
404,9,6,2,11,0,1
405,6,4,2,7,0,1
409,9,8,0,9,0,1
413,5,5,0,6,0,1
415,6,2,2,6,0,1
417,6,1,3,6,0,1
421,5,3,2,7,0,1
422,6,1,3,6,0,1
423,9,9,0,9,0,1
432,5,2,3,8,0,1
433,6,4,2,6,0,1
439,7,6,0,8,0,1
440,8,8,0,9,0,1
442,8,5,3,8,0,1
444,6,4,2,6,0,1
447,8,8,0,8,0,1
448,8,3,4,8,0,1
452,4,0,4,9,0,1
454,5,3,1,8,0,1
458,5,3,2,6,0,1
460,6,6,0,8,0,1
461,5,3,2,9,0,1
463,6,6,0,9,0,1
464,8,8,0,9,0,1
469,5,3,2,8,0,1
470,7,7,0,9,0,1
473,4,4,0,8,0,1
482,6,6,0,6,0,1
486,9,5,4,10,0,1
490,11,8,3,11,0,1
491,6,6,0,8,0,1
498,9,8,1,9,0,1
499,8,8,0,9,0,1
501,9,7,1,9,0,1
504,7,6,1,7,0,1
505,5,1,4,8,0,1
506,8,8,0,8,0,1
508,8,8,0,8,0,1
509,8,4,3,10,0,1
510,8,8,0,8,0,1
511,10,8,1,11,0,1
512,6,3,3,9,0,1
513,9,9,0,10,0,1
514,8,8,0,9,0,1
518,8,8,0,8,0,1
520,8,8,0,9,0,1
521,8,8,0,8,0,1
522,8,8,0,8,0,1
524,9,7,1,9,0,1
525,8,7,1,9,0,1
526,9,7,2,9,0,1
528,7,6,1,9,0,1
529,6,5,1,8,0,1
531,8,6,1,8,0,1
534,7,6,1,8,0,1
537,7,3,4,8,0,1
538,8,8,0,8,0,1
541,8,6,2,8,0,1
542,9,8,1,9,0,1
543,9,7,2,9,0,1
544,8,8,0,8,0,1
550,7,4,3,7,0,1
551,8,6,2,9,0,1
553,7,7,0,9,0,1
555,9,6,3,10,0,1
556,9,6,3,10,0,1
561,6,4,2,7,0,1
563,8,4,3,8,0,1
564,7,4,3,9,0,1
567,5,4,1,6,0,1
568,11,8,3,11,0,1
569,11,9,2,11,0,1
571,11,9,2,11,0,1
573,8,2,4,8,0,1
574,9,8,1,9,0,1
575,8,8,0,8,0,1
576,9,6,3,9,0,1
577,9,6,3,9,0,1
579,5,2,3,7,0,1
580,8,6,2,8,0,1
581,6,6,0,7,0,1
584,8,8,0,8,0,1
585,7,7,0,9,0,1
587,8,8,0,8,0,1
588,8,5,3,8,0,1
589,11,10,1,11,0,1
591,9,8,1,9,0,1
592,9,8,1,9,0,1
594,9,7,2,9,0,1
595,8,8,0,8,0,1
596,8,6,2,8,0,1
597,8,4,4,11,0,1
600,10,10,0,10,0,1
606,6,6,0,7,0,1
607,8,7,1,8,0,1
610,7,5,2,7,0,1
611,6,3,2,9,0,1
612,8,8,0,8,0,1
613,11,11,0,12,0,1
614,10,6,4,10,0,1
617,10,8,2,10,0,1
618,5,2,3,8,0,1
620,8,8,0,8,0,1
621,8,8,0,9,0,1
623,6,3,3,7,0,1
624,6,2,4,8,0,1
625,9,7,2,10,0,1
627,8,3,5,10,0,1
628,8,3,4,10,0,1
629,7,4,3,7,0,1
635,8,7,1,8,0,1
637,8,8,0,8,0,1
638,8,7,0,8,0,1
639,9,4,3,9,0,1
640,7,7,0,7,0,1
641,6,3,3,7,0,1
643,9,9,0,9,0,1
650,2,1,1,13,0,1
652,8,8,0,8,0,1
653,8,5,2,9,0,1
655,9,5,4,9,0,1
657,8,7,1,8,0,1
658,7,4,3,7,0,1
660,8,8,0,9,0,1
661,8,8,0,8,0,1
662,4,1,3,8,0,1
664,10,5,5,10,0,1
667,6,2,4,8,0,1
670,7,6,1,8,0,1
674,7,3,4,8,0,1
676,8,7,0,8,0,1
678,6,3,3,7,0,1
679,10,10,0,10,0,1
683,8,5,3,8,0,1
684,6,4,2,7,0,1
686,6,4,2,7,0,1
688,4,3,1,9,0,1
689,7,4,3,9,0,1
691,8,5,3,9,0,1
692,8,7,1,9,0,1
696,6,0,5,10,0,1
697,5,4,1,6,0,1
698,7,2,3,9,0,1
700,7,6,1,7,0,1
703,8,6,2,9,0,1
704,11,10,1,11,0,1
705,7,3,4,8,0,1
706,10,7,3,10,0,1
708,8,6,1,9,0,1
709,8,6,2,9,0,1
710,8,5,2,9,0,1
711,10,10,0,10,0,1
712,9,9,0,9,0,1
713,8,7,1,8,0,1
715,5,1,4,8,0,1
717,5,2,2,9,0,1
720,8,7,1,8,0,1
722,9,8,0,9,0,1
723,8,8,0,8,0,1
726,6,4,2,9,0,1
728,10,4,4,10,0,1
730,11,11,0,11,0,1
731,11,11,0,11,0,1
732,11,10,1,12,0,1
733,9,9,0,11,0,1
734,9,9,0,9,0,1
737,7,7,0,9,0,1
741,8,8,0,8,0,1
743,8,7,1,8,0,1
745,4,3,1,8,0,1
746,7,4,3,8,0,1
747,8,7,1,8,0,1
749,9,8,0,12,0,1
750,7,7,0,8,0,1
753,8,8,0,8,0,1
754,8,7,1,9,0,1
757,6,2,4,11,0,1
763,5,3,2,6,0,1
764,8,8,0,8,0,1
765,8,8,0,8,0,1
766,8,8,0,8,0,1
775,7,7,0,8,0,1
776,7,7,0,7,0,1
779,6,5,1,7,0,1
783,8,7,1,8,0,1
787,10,9,1,11,0,1
790,6,4,2,8,0,1
794,5,1,3,8,0,1
795,11,8,3,11,0,1
797,10,8,2,10,0,1
799,5,4,1,6,0,1
801,8,8,0,8,0,1
806,7,7,0,8,0,1
808,10,10,0,11,0,1
813,8,6,2,9,0,1
816,8,8,0,8,0,1
817,7,6,1,8,0,1
819,6,5,1,6,0,1
822,7,3,2,8,0,1
824,6,2,3,9,0,1
826,6,3,3,6,0,1
827,6,2,3,9,0,1
828,7,3,3,9,0,1
831,6,3,3,8,0,1
832,7,4,2,8,0,1
833,6,2,3,9,0,1
836,5,1,3,9,0,1
837,7,6,0,8,0,1
838,8,5,3,8,0,1
842,8,4,3,9,0,1
849,8,7,1,8,0,1
853,7,7,0,9,0,1
854,6,4,2,9,0,1
855,7,2,4,9,0,1
859,8,6,2,12,0,1
860,7,7,0,8,0,1
861,8,7,1,8,0,1
862,7,7,0,8,0,1
864,8,7,1,9,0,1
865,8,4,4,9,0,1
869,4,1,1,10,0,1
870,5,0,3,10,0,1
875,7,4,2,8,0,1
881,7,5,1,8,0,1
885,8,7,0,8,0,1
889,4,3,1,8,0,1
891,7,7,0,8,0,1
892,8,6,2,8,0,1
895,5,5,0,7,0,1
896,7,5,2,8,0,1
899,7,4,3,7,0,1
900,5,4,1,6,0,1
904,6,5,1,7,0,1
905,6,4,2,8,0,1
907,4,1,3,11,0,1
908,9,6,2,9,0,1
909,7,7,0,7,0,1
925,8,6,2,8,0,1
926,7,4,3,8,0,1
928,9,6,3,10,0,1
929,4,2,1,9,0,1
932,9,5,4,10,0,1
933,8,6,1,8,0,1
934,7,7,0,9,0,1
937,6,3,3,6,0,1
939,7,6,1,9,0,1
940,6,3,3,9,0,1
949,6,6,0,7,0,1
952,8,8,0,9,0,1
953,5,2,3,8,0,1
954,5,0,5,10,0,1
957,8,7,1,8,0,1
959,11,10,1,12,0,1
960,7,6,1,8,0,1
963,6,4,1,6,0,1
964,6,1,3,6,0,1
968,7,2,3,9,0,1
969,6,3,2,7,0,1
970,8,4,3,11,0,1
974,9,3,4,10,0,1
975,7,3,4,8,0,1
981,8,5,3,8,0,1
982,8,8,0,8,0,1
984,6,3,3,6,0,1
986,7,5,2,7,0,1
988,8,7,1,8,0,1
989,10,7,3,10,0,1
990,9,6,2,9,0,1
991,9,8,0,9,0,1
992,8,4,3,9,0,1
993,7,4,3,9,0,1
994,8,8,0,9,0,1
995,10,6,4,10,0,1
998,7,5,2,7,0,1
999,7,6,1,7,0,1
1006,5,5,0,7,0,1
1011,7,5,2,8,0,1
1012,5,0,4,10,0,1
1017,6,4,2,7,0,1
1018,8,8,0,8,0,1
1019,7,4,2,9,0,1
1021,5,2,3,9,0,1
1022,10,7,3,11,0,1
1023,6,5,1,7,0,1
1025,7,4,3,7,0,1
1028,8,7,0,10,0,1
1029,7,4,2,7,0,1
1030,5,5,0,9,0,1
1031,8,5,2,8,0,1
1033,8,8,0,9,0,1
1034,7,3,4,8,0,1
1037,6,3,2,10,0,1
1039,8,8,0,8,0,1
1041,7,5,2,7,0,1
1043,9,9,0,12,0,1
1044,6,5,1,6,0,1
1046,9,8,0,9,0,1
1047,8,8,0,9,0,1
1053,7,7,0,7,0,1
1055,8,8,0,8,0,1
1057,8,7,0,8,0,1
1059,7,3,4,9,0,1
1060,7,3,3,8,0,1
1070,6,3,3,6,0,1
1072,6,1,5,10,0,1
1074,4,0,4,13,0,1
1077,9,6,2,9,0,1
1080,8,5,3,8,0,1
1081,8,8,0,8,0,1
1082,8,8,0,8,0,1
1083,6,5,1,7,0,1
1087,8,6,2,8,0,1
1088,8,6,2,12,0,1
1089,6,4,2,6,0,1
1090,12,10,2,13,0,1
1091,5,3,1,11,0,1
1096,5,4,0,10,0,1
1102,4,1,3,9,0,1
1105,7,7,0,8,0,1
1115,5,4,1,6,0,1
1117,10,6,4,11,0,1
1118,9,9,0,9,0,1
1119,8,6,2,8,0,1
1121,8,7,1,8,0,1
1125,7,4,3,9,0,1
1126,9,7,2,11,0,1
1128,9,5,4,11,0,1
1131,9,6,3,10,0,1
1132,9,8,0,10,0,1
1133,5,2,2,10,0,1
1134,7,4,2,10,0,1
1136,5,4,1,7,0,1
1140,8,5,1,10,0,1
1153,5,2,1,9,0,1
1159,7,6,1,7,0,1
1166,8,7,1,9,0,1
1168,12,12,0,12,0,1
1171,4,3,1,8,0,1
1173,8,8,0,8,0,1
1177,7,6,1,7,0,1
1178,10,8,1,11,0,1
1182,6,2,3,9,0,1
1184,5,2,3,7,0,1
1190,6,4,2,7,0,1
1196,7,4,3,8,0,1
1199,4,1,3,11,0,1
1200,8,8,0,8,0,1
1201,5,3,2,7,0,1
1205,6,3,3,9,0,1
1209,8,7,1,8,0,1
1210,8,4,4,8,0,1
1211,4,2,2,8,0,1
1217,6,3,2,8,0,1
1220,4,2,2,8,0,1
1221,6,4,1,8,0,1
1222,9,8,0,10,0,1
1223,6,4,2,8,0,1
1224,6,5,1,7,0,1
1225,7,6,1,7,0,1
1226,8,5,3,8,0,1
1228,9,5,4,12,0,1
1230,7,4,3,7,0,1
1231,6,4,2,9,0,1
1232,7,7,0,8,0,1
1233,5,1,3,9,0,1
1235,9,8,0,9,0,1
1236,8,4,3,8,0,1
1241,12,12,0,12,0,1
1244,9,7,1,11,0,1
1249,7,4,3,7,0,1
1250,7,3,4,8,0,1
1254,7,7,0,9,0,1
1255,6,4,2,8,0,1
1258,9,8,0,9,0,1
1259,6,5,1,7,0,1
1260,6,6,0,9,0,1
1263,6,5,1,6,0,1
1264,9,6,3,11,0,1
1275,11,8,3,11,0,1
1279,5,2,3,6,0,1
1280,4,2,1,9,0,1
1282,8,7,0,9,0,1
1283,7,6,1,8,0,1
1284,7,7,0,7,0,1
1287,5,3,2,8,0,1
1290,4,3,1,8,0,1
1298,6,6,0,7,0,1
1304,7,3,3,9,0,1
1307,5,0,4,8,0,1
1310,8,7,0,9,0,1
1311,6,6,0,11,0,1
1313,6,3,3,6,0,1
1318,8,5,3,9,0,1
1324,3,0,3,10,0,1
1326,5,2,3,6,0,1
1327,6,5,1,9,0,1
1329,8,7,1,9,0,1
1332,6,1,2,12,0,1
1337,7,2,4,10,0,1
1338,9,6,3,11,0,1
1346,5,3,2,8,0,1
1347,6,3,3,9,0,1
1350,6,4,2,7,0,1
1357,9,9,0,9,0,1
1359,8,6,1,8,0,1
1364,8,4,2,9,0,1
1379,8,8,0,8,0,1
1380,9,8,0,9,0,1
1388,8,4,3,8,0,1
1390,8,7,1,8,0,1
1395,5,3,2,7,0,1
1396,6,2,2,9,0,1
1398,6,3,2,6,0,1
1401,5,5,0,8,0,1
1406,6,4,2,6,0,1
1410,6,3,3,7,0,1
1412,8,3,4,8,0,1
1415,6,1,3,6,0,1
1417,6,5,1,8,0,1
1418,8,8,0,9,0,1
1420,9,7,2,9,0,1
1421,9,8,1,9,0,1
1422,8,5,3,8,0,1
1427,8,5,2,8,0,1
1428,5,4,0,9,0,1
1431,9,3,4,10,0,1
1435,7,5,2,7,0,1
1446,5,4,1,8,0,1
1449,8,8,0,8,0,1
1450,5,4,1,8,0,1
1451,9,7,2,9,0,1
1453,6,4,2,7,0,1
1455,8,8,0,8,0,1
1456,8,8,0,8,0,1
1460,8,8,0,8,0,1
1462,7,6,1,7,0,1
1463,8,8,0,8,0,1
1464,7,6,1,7,0,1
1465,8,8,0,8,0,1
1466,7,5,2,7,0,1
1467,8,8,0,8,0,1
1468,9,9,0,9,0,1
1470,7,6,1,7,0,1
1471,9,8,1,9,0,1
1472,9,8,1,9,0,1
1473,8,8,0,8,0,1
1475,7,4,3,8,0,1
1476,8,7,1,8,0,1
1477,7,6,1,7,0,1
1478,8,7,1,8,0,1
1482,6,5,1,6,0,1
1483,7,5,2,9,0,1
1484,6,4,2,8,0,1
1485,8,7,1,8,0,1
1487,6,4,2,10,0,1
1491,6,3,3,6,0,1
1492,8,5,3,8,0,1
1494,8,8,0,8,0,1
1495,8,7,1,8,0,1
1496,8,7,1,8,0,1
1497,8,7,1,8,0,1
1498,8,6,2,8,0,1
1499,9,8,1,9,0,1
1500,8,5,3,8,0,1
1501,7,4,3,7,0,1
1502,8,6,2,8,0,1
1507,9,5,3,9,0,1
1509,7,4,3,7,0,1
1510,9,9,0,9,0,1
1511,7,5,2,8,0,1
1513,6,3,3,6,0,1
1517,5,5,0,6,0,1
1519,8,8,0,8,0,1
1522,8,8,0,8,0,1
1523,8,7,1,8,0,1
1525,7,6,1,8,0,1
1527,6,4,2,9,0,1
1531,9,7,2,10,0,1
1533,9,6,3,9,0,1
1534,8,8,0,8,0,1
1535,8,8,0,9,0,1
1539,6,3,3,7,0,1
1540,7,5,2,8,0,1
1544,7,7,0,8,0,1
1547,6,6,0,8,0,1
1548,7,5,2,8,0,1
1551,8,8,0,9,0,1
1556,7,6,1,7,0,1
1557,5,3,2,10,0,1
1558,6,5,1,8,0,1
1564,8,7,1,8,0,1
1566,7,6,1,7,0,1
1567,7,4,3,7,0,1
1569,6,5,1,6,0,1
1570,9,7,2,9,0,1
1572,4,2,2,8,0,1
1573,5,3,2,6,0,1
1574,8,6,2,8,0,1
1575,5,3,2,7,0,1
1576,7,4,3,9,0,1
1577,6,2,4,12,0,1
1578,8,6,2,8,0,1
1579,7,6,1,7,0,1
1581,8,7,1,9,0,1
1582,9,8,1,9,0,1
1584,5,5,0,9,0,1
1587,6,4,2,6,0,1
1591,9,8,1,9,0,1
1592,8,7,1,9,0,1
1593,4,4,0,8,0,1
1594,7,6,1,9,0,1
1595,7,5,2,7,0,1
1597,6,6,0,8,0,1
1600,7,6,1,8,0,1
1607,4,4,0,8,0,1
1609,7,7,0,7,0,1
1612,7,7,0,9,0,1
1613,7,6,1,8,0,1
1614,6,3,3,6,0,1
1615,8,6,2,8,0,1
1616,5,2,3,10,0,1
1618,6,4,2,7,0,1
1623,9,9,0,9,0,1
1625,7,5,2,8,0,1
1627,7,6,1,8,0,1
1628,5,3,2,8,0,1
1630,8,7,1,9,0,1
1633,7,6,1,7,0,1
1638,5,4,1,6,0,1
1639,7,7,0,8,0,1
1641,5,2,3,7,0,1
1643,7,4,3,7,0,1
1645,8,7,1,8,0,1
1649,8,8,0,9,0,1
1651,8,6,2,8,0,1
1652,5,5,0,7,0,1
1655,6,2,4,8,0,1
1656,8,8,0,8,0,1
1659,5,4,1,7,0,1
1661,5,5,0,6,0,1
1662,6,4,2,8,0,1
1664,7,7,0,8,0,1
1665,7,4,3,7,0,1
1667,7,7,0,7,0,1
1669,6,5,1,7,0,1
1670,6,5,1,8,0,1
1673,8,8,0,8,0,1
1675,7,6,1,7,0,1
1676,9,9,0,9,0,1
1677,7,5,2,7,0,1
1679,5,2,3,7,0,1
1684,8,7,1,8,0,1
1685,6,4,2,9,0,1
1687,8,6,2,8,0,1
1692,8,6,2,8,0,1
1693,7,7,0,7,0,1
1694,7,6,1,8,0,1
1699,5,4,1,7,0,1
1702,7,5,2,7,0,1
1703,4,0,4,8,0,1
1705,7,6,1,7,0,1
1707,8,5,3,8,0,1
1709,6,6,0,8,0,1
1712,5,4,1,6,0,1
1718,7,7,0,11,0,1
1719,5,4,1,9,0,1
1720,6,4,2,6,0,1
1721,5,5,0,6,0,1
1722,6,4,2,8,0,1
1737,4,2,2,8,0,1
1738,5,4,1,7,0,1
1743,4,3,1,9,0,1
1749,5,4,1,7,0,1
1761,6,6,0,8,0,1
1771,5,2,3,6,0,1
1772,7,7,0,9,0,1
1773,7,5,2,8,0,1
1774,4,4,0,8,0,1
1776,5,3,2,7,0,1
1782,7,5,2,8,0,1
1783,6,5,1,8,0,1
1787,7,5,2,7,0,1
1790,7,6,1,7,0,1
1792,9,7,2,10,0,1
1793,5,4,1,7,0,1
1795,5,2,3,6,0,1
1802,6,5,1,7,0,1
1803,5,5,0,7,0,1
1807,9,8,0,11,0,1
1809,8,7,0,10,0,1
1810,6,6,0,6,0,1
1812,9,7,1,14,0,1
1814,8,5,2,11,0,1
1816,7,1,5,11,0,1
1819,4,2,1,11,0,1
1821,8,6,1,8,0,1
1824,7,4,2,10,0,1
1825,9,7,1,11,0,1
1828,11,7,3,12,0,1
1830,7,4,2,12,0,1
1831,7,4,2,8,0,1
1835,6,6,0,7,0,1
1836,6,5,0,7,0,1
1839,8,5,2,12,0,1
1840,6,2,3,10,0,1
1841,9,7,1,10,0,1
1845,8,7,0,10,0,1
1846,9,6,2,13,0,1
1850,4,3,0,10,0,1
1851,7,3,3,10,0,1
1853,10,9,0,11,0,1
1854,9,8,0,11,0,1
1855,8,7,0,9,0,1
1856,7,5,1,9,0,1
1861,5,4,0,9,0,1
1862,7,6,0,7,0,1
1863,5,2,2,12,0,1
1864,5,5,0,6,0,1
1868,5,4,0,8,0,1
1870,7,3,4,8,0,1
1872,6,5,0,7,0,1
1875,11,9,1,14,0,1
1877,5,3,1,9,0,1
1878,9,7,1,9,0,1
1881,7,4,2,10,0,1
1885,5,4,0,7,0,1
1886,5,4,0,10,0,1
1888,7,5,1,7,0,1
1890,6,3,2,7,0,1
1896,6,2,3,9,0,1
1904,7,5,1,8,0,1
1908,6,2,3,7,0,1
1911,5,2,2,8,0,1
1913,5,4,1,6,0,1
1918,9,4,4,10,0,1
1919,6,3,2,10,0,1
1923,7,5,1,8,0,1
1924,5,1,3,10,0,1
1927,6,4,1,7,0,1
1928,7,6,0,7,0,1
1929,4,1,2,11,0,1
1930,8,3,4,11,0,1
1933,7,6,0,8,0,1
1939,8,7,0,8,0,1
1940,4,3,1,8,0,1
1942,7,6,0,8,0,1
1943,7,2,4,8,0,1
1945,7,7,0,8,0,1
1947,7,3,3,7,0,1
1948,6,3,2,8,0,1
1949,7,5,1,8,0,1
1950,5,2,3,7,0,1
1951,8,7,1,9,0,1
1952,7,5,1,8,0,1
1953,8,7,0,11,0,1
1954,7,6,0,8,0,1
1955,5,5,0,7,0,1
1959,6,5,1,10,0,1
1960,6,3,2,9,0,1
1961,5,2,2,10,0,1
1963,4,1,2,9,0,1
1964,8,6,1,8,0,1
1965,8,7,0,9,0,1
1969,7,6,1,8,0,1
1971,4,2,2,9,0,1
1976,6,5,0,7,0,1
1977,5,3,2,8,0,1
1982,5,5,0,7,0,1
1991,4,3,1,8,0,1
1995,7,5,1,7,0,1
1998,6,4,2,6,0,1
1999,4,3,1,8,0,1
2004,6,4,1,7,0,1
2008,4,3,0,9,0,1
2010,7,6,0,7,0,1
2013,6,2,3,8,0,1
2014,7,2,4,9,0,1
2016,9,5,3,9,0,1
2019,6,5,0,7,0,1
2020,8,5,2,9,0,1
2021,5,4,0,10,0,1
2022,8,6,1,9,0,1
2023,7,4,2,7,0,1
2024,5,2,2,8,0,1
2026,5,2,2,8,0,1
2028,5,2,2,10,0,1
2032,7,6,0,9,0,1
2033,9,4,4,9,0,1
2035,6,5,0,6,0,1
2036,5,4,0,10,0,1
2039,6,5,0,10,0,1
2040,7,6,0,7,0,1
2041,7,6,0,7,0,1
2044,7,6,0,8,0,1
2045,7,5,1,7,0,1
2048,6,5,0,7,0,1
2049,7,4,2,8,0,1
2050,6,5,0,8,0,1
2052,7,4,2,8,0,1
2053,7,6,0,7,0,1
2055,6,5,0,6,0,1
2058,5,4,0,7,0,1
2059,4,2,1,10,0,1
2066,7,5,2,7,0,1
2068,5,4,1,6,0,1
2077,8,7,1,8,0,1
2079,5,5,0,8,0,1
2083,5,3,2,6,0,1
2089,6,6,0,7,0,1
2090,8,8,0,8,0,1
2091,8,8,0,8,0,1
2092,8,5,3,9,0,1
2094,9,7,2,9,0,1
2095,5,2,3,8,0,1
2096,4,2,2,10,0,1
2097,5,4,1,9,0,1
2098,7,6,1,7,0,1
2099,8,7,1,8,0,1
2100,7,5,2,7,0,1
2101,8,7,1,9,0,1
2103,7,6,1,7,0,1
2104,7,5,2,7,0,1
2106,6,3,3,6,0,1
2107,7,7,0,9,0,1
2108,4,3,1,8,0,1
2109,6,4,2,7,0,1
2110,6,5,1,7,0,1
2111,8,5,3,8,0,1
2112,7,5,2,7,0,1
2113,8,5,3,9,0,1
2115,7,5,2,7,0,1
2116,8,7,1,9,0,1
2117,8,8,0,8,0,1
2118,6,5,1,6,0,1
2119,8,7,1,9,0,1
2120,8,7,1,8,0,1
2121,7,5,2,8,0,1
2122,9,9,0,9,0,1
2124,8,8,0,8,0,1
2125,8,8,0,8,0,1
2126,7,6,1,7,0,1
2128,7,6,1,7,0,1
2129,7,6,1,7,0,1
2130,9,7,2,9,0,1
2131,6,5,1,8,0,1
2132,6,3,3,7,0,1
2135,7,7,0,8,0,1
2136,7,7,0,8,0,1
2137,6,3,3,6,0,1
2138,8,7,1,8,0,1
2139,7,5,2,7,0,1
2141,8,7,1,8,0,1
2142,8,4,4,9,0,1
2146,7,6,1,8,0,1
2147,8,8,0,8,0,1
2148,7,7,0,9,0,1
2149,8,4,4,9,0,1
2150,7,4,3,8,0,1
2152,7,5,2,7,0,1
2153,7,7,0,8,0,1
2156,7,3,4,8,0,1
2157,7,7,0,8,0,1
2158,7,4,3,7,0,1
2160,9,7,2,11,0,1
2161,8,7,1,9,0,1
2162,4,1,3,8,0,1
2164,6,2,4,8,0,1
2166,5,2,3,6,0,1
2167,8,8,0,9,0,1
2168,7,3,4,9,0,1
2169,7,5,2,8,0,1
2171,8,8,0,9,0,1
2174,7,6,1,7,0,1
2175,7,5,2,7,0,1
2176,8,7,1,8,0,1
2177,8,6,2,8,0,1
2178,5,3,2,7,0,1
2182,5,2,3,6,0,1
2183,9,6,3,9,0,1
2184,9,5,4,9,0,1
2185,7,5,2,7,0,1
2186,5,4,1,6,0,1
2188,6,5,1,7,0,1
2189,7,6,1,7,0,1
2191,8,8,0,9,0,1
2193,8,5,3,9,0,1
2195,8,6,2,9,0,1
2196,9,7,2,9,0,1
2197,8,6,2,8,0,1
2198,8,6,2,8,0,1
2199,7,5,2,7,0,1
2201,7,7,0,9,0,1
2202,8,7,1,8,0,1
2204,7,7,0,8,0,1
2206,5,5,0,7,0,1
2208,7,5,2,8,0,1
2210,7,6,1,7,0,1
2211,6,3,3,6,0,1
2212,7,4,3,7,0,1
2213,8,6,2,8,0,1
